sample,core_level,file,x_shift_applied,peak_value,background_value,peak_minus_background,gaussian_area,timestamp
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:25:49
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:28:54
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:29:05
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:29:08
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:29:16
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:42:57
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:43:04
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:43:20
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:43:36
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:43:52
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:43:56
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:44:00
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:44:02
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:44:16
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 09:46:51
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454371527901102,2025-05-15 14:28:30
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454338859446467,2025-05-15 14:28:52
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454338570211165,2025-05-15 14:29:02
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454338569581109,2025-05-15 14:29:26
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454328713868223,2025-05-15 14:29:40
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4454328713868223,2025-05-15 14:29:49
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2172.48783877551,1466.14086122449,1.4259632019363604,2025-05-15 14:30:10
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2177.5315209876544,1461.0971790123458,1.438713178141337,2025-05-20 07:28:27
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2177.5315209876544,1461.0971790123458,1.438713178141337,2025-05-20 07:29:05
sample1,N1s_2,Commercial_ITO_2_new_spot_T16_18_92_N1s_2.xy,0.0,3638.6287,2177.5315209876544,1461.0971790123458,1.438713178141337,2025-05-20 07:29:14
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:25:49
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:28:54
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:29:05
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:29:08
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:29:16
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:42:57
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:43:04
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:43:20
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:43:36
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:43:52
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:43:56
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:44:00
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:44:02
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:44:16
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 09:46:51
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883116727534977,2025-05-15 14:28:30
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883112841786192,2025-05-15 14:28:52
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6883083207394276,2025-05-15 14:29:02
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.688308321385197,2025-05-15 14:29:26
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.688208636971377,2025-05-15 14:29:40
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.688208636971377,2025-05-15 14:29:49
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2012.426090625,1235.594009375,1.6485478298661644,2025-05-15 14:30:10
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2019.071830555556,1228.9482694444446,1.67556143964412,2025-05-20 07:28:27
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2019.071830555556,1228.9482694444446,1.67556143964412,2025-05-20 07:29:05
sample2,N1s_2,Commercial_ITO_1_T16_20_16_N1s_2.xy,0.8499999999999659,3248.0201,2019.0718305555556,1228.9482694444446,1.67556143964412,2025-05-20 07:29:14
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:25:49
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:28:54
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:29:05
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:29:08
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:29:16
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:42:57
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:43:04
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:43:20
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:43:36
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:43:52
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:43:56
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:44:00
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:44:02
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:44:16
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 09:46:51
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662046546061525,2025-05-15 14:28:30
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.66204626048117,2025-05-15 14:28:52
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.662044120795907,2025-05-15 14:29:02
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.6620441214545811,2025-05-15 14:29:26
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.661944361882827,2025-05-15 14:29:40
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.661944361882827,2025-05-15 14:29:49
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2103.601134375,1269.0458656249998,1.6288814800484823,2025-05-15 14:30:10
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2105.039673611111,1267.6073263888889,1.6593500039606703,2025-05-20 07:28:27
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2105.039673611111,1267.6073263888889,1.6593500039606703,2025-05-20 07:29:05
sample3,N1s_2,Planar_ITO_1_27_N1s_2.xy,0.8499999999999659,3372.647,2105.039673611111,1267.6073263888889,1.6593500039606703,2025-05-20 07:29:14
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:25:49
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:28:54
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:29:05
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:29:08
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:29:16
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:42:57
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:43:04
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:43:20
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:43:36
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:43:52
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:43:56
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:44:00
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:44:02
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:44:16
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 09:46:51
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.63441000735242,2025-05-15 14:28:30
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6344099362657003,2025-05-15 14:28:52
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6344093019373551,2025-05-15 14:29:02
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6344093020684798,2025-05-15 14:29:26
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6343550735344243,2025-05-15 14:29:40
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6343550735344243,2025-05-15 14:29:49
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2056.485777419355,1298.642622580645,1.6063806966948737,2025-05-15 14:30:10
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2062.763971830986,1292.364428169014,1.6235943063536946,2025-05-20 07:28:27
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2062.763971830986,1292.364428169014,1.6235943063536946,2025-05-20 07:29:05
sample4,N1s_2,Planar_ITO_2_T17_04_65_N1s_2.xy,0.8999999999999773,3355.1284,2062.763971830986,1292.364428169014,1.6235943063536946,2025-05-20 07:29:14
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:25:49
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:28:54
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:29:05
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:29:08
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:29:16
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:42:57
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:43:04
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:43:20
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:43:36
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:43:52
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:43:56
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:44:00
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:44:02
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:44:16
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 09:46:51
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.53522800784229,2025-05-15 14:28:30
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.535228008067584,2025-05-15 14:28:52
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.535228008067584,2025-05-15 14:29:02
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.5352280080272998,2025-05-15 14:29:26
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.535209243815514,2025-05-15 14:29:40
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.535209243815514,2025-05-15 14:29:49
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.267948979592,1315.281751020408,1.507314756315662,2025-05-15 14:30:10
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.9759530864194,1314.5737469135806,1.5339896912961264,2025-05-20 07:28:27
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.9759530864194,1314.5737469135806,1.5339896912961264,2025-05-20 07:29:05
sample5,N1s_2,Textured_ITO_1_T18_14_38_N1s_2.xy,0.0,3402.5497,2087.9759530864194,1314.5737469135806,1.5339896912961264,2025-05-20 07:29:14
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:25:49
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:28:54
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:29:05
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:29:08
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:29:16
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:42:57
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:43:04
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:43:20
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:43:36
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:43:52
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:43:56
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:44:00
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:44:02
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:44:16
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 09:46:51
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.538100680027484,2025-05-15 14:28:30
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5380999511555176,2025-05-15 14:28:52
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5380999511555176,2025-05-15 14:29:02
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5381006800012214,2025-05-15 14:29:26
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5380381386542197,2025-05-15 14:29:40
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5380381386542197,2025-05-15 14:29:49
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2002.0324166666664,1181.4803833333335,1.5380381386542197,2025-05-15 14:30:10
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2010.6378876543208,1172.8749123456791,1.5293450970990314,2025-05-20 07:28:27
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2010.6378876543208,1172.8749123456791,1.5293450970990314,2025-05-20 07:29:05
sample6,N1s_2,Textured_ITO_2_T20_02_78_N1s_2.xy,-2.650000000000034,3183.5128,2010.6378876543208,1172.8749123456791,1.5293450970990314,2025-05-20 07:29:14
